Customer_ID,Nationality,Membership_Level,Age_Group,Registration_Date,Preferred_Category
C-1927,US,Non-Member,50s+,2025-12-03,Jewellery
C-1928,NZ,Non-Member,20s,2023-10-09,Souvenir
C-1929,PH,Non-Member,40s,2023-12-22,Cosmetics
C-1930,CN,Silver,30s,2025-08-13,Honey
C-1931,GB,Non-Member,20s,2026-02-23,Apparel
C-1932,JP,Non-Member,50s+,2025-07-01,Confectionery
C-1933,PH,Non-Member,20s,2024-10-25,Souvenir
C-1934,TH,Gold,50s+,2024-07-21,Cosmetics
C-1935,US,Non-Member,40s,2025-06-25,Indigenous
C-1936,IN,Silver,40s,2024-02-07,Confectionery
C-1937,AU,Non-Member,40s,2023-05-02,Souvenir
C-1938,JP,Non-Member,20s,2025-02-23,Tea
C-1939,US,Non-Member,40s,2025-02-01,Indigenous
C-1940,KR,Non-Member,20s,2024-10-18,Cosmetics
C-1941,JP,Non-Member,40s,2025-02-24,Confectionery
C-1942,KR,Non-Member,40s,2025-10-27,Cosmetics
C-1943,GB,Non-Member,30s,2023-05-09,Tea
C-1944,AU,Non-Member,50s+,2025-06-03,Souvenir
C-1945,CN,Non-Member,20s,2025-12-22,Liquor
C-1946,KR,Non-Member,40s,2025-01-24,Cosmetics
C-1947,PH,Silver,40s,2025-12-09,Souvenir
C-1948,CN,Silver,30s,2023-10-13,Cosmetics
C-1949,IN,Non-Member,40s,2024-05-21,Confectionery
C-1950,JP,Silver,50s+,2023-09-21,Souvenir
C-1951,NZ,Non-Member,50s+,2025-05-01,Souvenir
C-1952,CN,Non-Member,20s,2025-09-15,Confectionery
C-1953,CN,Non-Member,20s,2025-09-01,Liquor
C-1954,KR,Non-Member,40s,2025-01-18,Confectionery
C-1955,CN,Non-Member,50s+,2025-02-24,Souvenir
C-1956,GB,Gold,50s+,2025-10-28,Apparel
C-1957,CA,Non-Member,40s,2025-08-23,Apparel
C-1958,TH,Gold,20s,2023-11-12,Cosmetics
C-1959,CN,Silver,50s+,2024-04-10,Confectionery
C-1960,TH,Silver,50s+,2025-05-27,Souvenir
C-1961,JP,Diamond,20s,2023-08-01,Souvenir
C-1962,KR,Silver,20s,2023-10-21,Jewellery
C-1963,KR,Non-Member,50s+,2026-02-19,Cosmetics
C-1964,CN,Non-Member,20s,2025-12-13,Cosmetics
C-1965,TH,Non-Member,50s+,2024-12-25,Souvenir
C-1966,GB,Silver,20s,2023-09-15,Apparel
C-1967,KR,Gold,30s,2023-11-09,Cosmetics
C-1968,CN,Non-Member,20s,2025-12-26,Souvenir
C-1969,CN,Gold,30s,2025-01-16,Honey
C-1970,GB,Non-Member,30s,2025-02-08,Indigenous
C-1971,CN,Silver,20s,2024-07-17,Souvenir
C-1972,CN,Non-Member,30s,2025-08-25,Souvenir
C-1973,CN,Non-Member,50s+,2023-04-05,Cosmetics
C-1974,JP,Gold,50s+,2025-09-07,Confectionery
C-1975,AU,Diamond,40s,2023-08-02,Liquor
C-1976,KR,Gold,50s+,2023-10-18,Cosmetics
C-1977,GB,Non-Member,50s+,2025-11-25,Indigenous
C-1978,US,Non-Member,30s,2024-05-28,Apparel
C-1979,US,Diamond,20s,2025-08-11,Apparel
C-1980,NZ,Non-Member,30s,2023-04-06,Confectionery
C-1981,GB,Silver,30s,2025-08-13,Souvenir
C-1982,AU,Non-Member,30s,2023-08-03,Confectionery
C-1983,AU,Non-Member,50s+,2026-01-21,Confectionery
C-1984,AU,Non-Member,30s,2025-02-18,Confectionery
C-1985,JP,Silver,20s,2025-07-29,Tea
C-1986,AU,Silver,40s,2024-12-30,Confectionery
C-1987,NZ,Silver,50s+,2026-02-12,Souvenir
C-1988,PH,Non-Member,30s,2023-12-16,Souvenir
C-1989,CN,Non-Member,20s,2025-11-24,Cosmetics
C-1990,PH,Gold,30s,2025-08-20,Souvenir
C-1991,AU,Non-Member,40s,2024-08-26,Confectionery
C-1992,IN,Non-Member,40s,2023-07-19,Souvenir
C-1993,JP,Non-Member,50s+,2023-12-19,Souvenir
C-1994,AU,Gold,40s,2023-12-25,Souvenir
C-1995,GB,Silver,30s,2024-11-14,Indigenous
C-1996,AU,Silver,30s,2023-08-18,Souvenir
C-1997,GB,Non-Member,40s,2025-07-16,Indigenous
C-1998,GB,Non-Member,30s,2025-03-24,Apparel
C-1999,CN,Non-Member,30s,2023-11-26,Souvenir
C-2000,GB,Gold,40s,2024-06-04,Souvenir
C-2001,KR,Silver,50s+,2024-09-20,Cosmetics
C-2002,US,Non-Member,30s,2024-08-29,Apparel
C-2003,CN,Non-Member,50s+,2023-06-14,Honey
C-2004,CN,Gold,30s,2024-02-21,Honey
C-2005,AU,Non-Member,40s,2025-02-03,Confectionery
C-2006,AU,Silver,30s,2025-08-13,Liquor
C-2007,SG,Non-Member,30s,2026-03-13,Confectionery
C-2008,PH,Non-Member,40s,2025-08-31,Confectionery
C-2009,CN,Non-Member,40s,2023-07-08,Liquor
C-2010,IN,Non-Member,50s+,2026-01-21,Souvenir
C-2011,NZ,Silver,50s+,2024-09-14,Cosmetics
C-2012,CN,Silver,50s+,2026-02-25,Cosmetics
C-2013,GB,Diamond,40s,2025-11-20,Indigenous
C-2014,JP,Non-Member,30s,2025-05-01,Tea
C-2015,PH,Non-Member,40s,2024-06-08,Souvenir
C-2016,NZ,Silver,50s+,2025-07-20,Souvenir
C-2017,CN,Non-Member,30s,2023-08-13,Honey
C-2018,CN,Gold,50s+,2024-04-25,Cosmetics
C-2019,IN,Gold,20s,2024-02-02,Confectionery
C-2020,KR,Non-Member,20s,2026-01-16,Confectionery
C-2021,CN,Non-Member,30s,2023-10-06,Cosmetics
C-2022,PH,Silver,30s,2026-01-29,Confectionery
C-2023,KR,Non-Member,30s,2024-09-11,Honey
C-2024,CN,Non-Member,20s,2026-02-02,Cosmetics
C-2025,CN,Non-Member,30s,2026-03-04,Honey
C-2026,CN,Non-Member,30s,2025-02-20,Cosmetics
C-2027,CN,Diamond,20s,2023-12-29,Cosmetics
C-2028,SG,Gold,50s+,2025-02-18,Honey
C-2029,CN,Non-Member,30s,2024-05-22,Cosmetics
C-2030,NZ,Non-Member,40s,2025-08-08,Tea
C-2031,JP,Non-Member,40s,2026-03-27,Cosmetics
C-2032,CA,Silver,30s,2024-04-10,Indigenous
C-2033,SG,Non-Member,30s,2023-04-13,Confectionery
C-2034,IN,Gold,40s,2025-09-05,Souvenir
C-2035,KR,Diamond,40s,2025-09-28,Cosmetics
C-2036,KR,Non-Member,40s,2026-02-27,Liquor
C-2037,CN,Non-Member,30s,2025-04-30,Souvenir
C-2038,AU,Silver,20s,2025-01-20,Liquor
C-2039,GB,Gold,20s,2025-01-15,Apparel
C-2040,US,Non-Member,20s,2024-11-01,Souvenir
C-2041,US,Non-Member,20s,2024-04-13,Jewellery
C-2042,TH,Silver,20s,2023-12-31,Souvenir
C-2043,CA,Non-Member,30s,2025-02-27,Tea
C-2044,NZ,Diamond,50s+,2025-07-02,Souvenir
C-2045,NZ,Non-Member,30s,2024-01-18,Cosmetics
C-2046,US,Non-Member,30s,2025-05-25,Indigenous
C-2047,AU,Non-Member,50s+,2023-12-07,Souvenir
C-2048,CA,Gold,40s,2025-04-25,Apparel
C-2049,CN,Non-Member,40s,2025-11-16,Honey
C-2050,CN,Non-Member,20s,2026-03-09,Liquor
C-2051,TH,Gold,50s+,2026-01-22,Tea
C-2052,CN,Silver,50s+,2023-08-03,Honey
C-2053,AU,Non-Member,50s+,2026-01-19,Confectionery
C-2054,NZ,Non-Member,40s,2025-06-12,Tea
C-2055,TH,Non-Member,20s,2026-03-21,Cosmetics
C-2056,IN,Diamond,20s,2023-09-07,Souvenir
C-2057,IN,Silver,40s,2025-12-21,Souvenir
C-2058,AU,Non-Member,50s+,2025-11-06,Liquor
C-2059,CN,Non-Member,30s,2024-10-21,Confectionery
C-2060,US,Gold,30s,2025-03-14,Apparel
C-2061,AU,Diamond,30s,2024-02-24,Confectionery
C-2062,US,Silver,30s,2023-04-25,Apparel
C-2063,CN,Non-Member,40s,2024-04-26,Confectionery
C-2064,US,Non-Member,30s,2025-12-21,Indigenous
C-2065,NZ,Non-Member,30s,2025-12-01,Souvenir
C-2066,US,Non-Member,50s+,2023-07-16,Souvenir
C-2067,GB,Silver,50s+,2025-10-12,Tea
C-2068,CN,Non-Member,30s,2025-03-21,Confectionery
C-2069,JP,Gold,20s,2025-10-02,Souvenir
C-2070,TH,Silver,50s+,2024-10-18,Cosmetics
C-2071,CN,Diamond,30s,2023-05-09,Cosmetics
C-2072,TH,Silver,30s,2024-05-03,Cosmetics
C-2073,AU,Silver,30s,2025-08-29,Confectionery
C-2074,CN,Non-Member,20s,2023-07-25,Confectionery
C-2075,JP,Non-Member,20s,2024-05-22,Confectionery
C-2076,NZ,Silver,50s+,2025-09-19,Tea
C-2077,JP,Non-Member,50s+,2023-07-09,Souvenir
C-2078,GB,Non-Member,50s+,2023-08-17,Tea
C-2079,GB,Non-Member,50s+,2024-07-05,Apparel
C-2080,TH,Non-Member,20s,2023-04-13,Tea
C-2081,PH,Gold,50s+,2024-02-15,Souvenir
C-2082,AU,Silver,20s,2023-05-31,Confectionery
C-2083,CN,Non-Member,30s,2025-05-13,Cosmetics
C-2084,NZ,Non-Member,20s,2023-06-16,Tea
C-2085,CN,Silver,30s,2024-09-03,Cosmetics
C-2086,IN,Non-Member,30s,2025-12-08,Souvenir
C-2087,CN,Non-Member,20s,2024-09-23,Cosmetics
C-2088,KR,Non-Member,40s,2024-04-05,Honey
C-2089,AU,Diamond,20s,2025-03-09,Confectionery
C-2090,CN,Silver,30s,2025-10-20,Cosmetics
C-2091,IN,Gold,20s,2023-11-08,Confectionery
C-2092,TH,Non-Member,50s+,2025-06-17,Souvenir
C-2093,GB,Non-Member,30s,2023-08-09,Souvenir
C-2094,AU,Silver,40s,2023-12-06,Confectionery
C-2095,KR,Non-Member,20s,2023-10-07,Confectionery
C-2096,NZ,Gold,40s,2026-03-11,Honey
C-2097,CA,Gold,30s,2023-07-18,Indigenous
C-2098,KR,Gold,50s+,2023-09-16,Honey
C-2099,KR,Silver,50s+,2023-09-06,Cosmetics
C-2100,US,Gold,20s,2024-04-19,Indigenous
C-2101,NZ,Non-Member,50s+,2023-06-03,Souvenir
C-2102,CN,Non-Member,20s,2025-06-23,Souvenir
C-2103,TH,Non-Member,20s,2025-03-15,Confectionery
C-2104,US,Gold,40s,2026-02-04,Jewellery
C-2105,CA,Non-Member,30s,2024-06-12,Apparel
C-2106,CN,Non-Member,50s+,2024-02-20,Liquor
C-2107,AU,Gold,30s,2026-02-21,Cosmetics
C-2108,AU,Silver,20s,2023-10-01,Confectionery
C-2109,CN,Non-Member,30s,2023-10-19,Honey
C-2110,CN,Non-Member,20s,2024-10-04,Cosmetics
C-2111,US,Silver,20s,2025-03-30,Apparel
C-2112,GB,Non-Member,30s,2023-08-07,Apparel
C-2113,CA,Silver,40s,2024-02-08,Apparel
C-2114,US,Non-Member,50s+,2023-08-15,Souvenir
C-2115,AU,Non-Member,20s,2026-02-20,Confectionery
C-2116,KR,Non-Member,50s+,2025-11-13,Cosmetics
C-2117,GB,Gold,50s+,2025-10-07,Apparel
C-2118,US,Diamond,50s+,2024-10-18,Souvenir
C-2119,IN,Diamond,30s,2023-08-31,Souvenir
C-2120,AU,Gold,30s,2024-09-27,Confectionery
C-2121,TH,Diamond,40s,2023-07-19,Souvenir
C-2122,US,Silver,40s,2024-05-31,Indigenous
C-2123,CN,Non-Member,30s,2025-03-04,Liquor
C-2124,NZ,Non-Member,30s,2023-10-16,Honey
C-2125,US,Non-Member,40s,2025-02-25,Souvenir
C-2126,AU,Diamond,20s,2024-03-24,Cosmetics
C-2127,US,Silver,40s,2024-04-12,Souvenir
C-2128,SG,Non-Member,50s+,2024-01-26,Confectionery
C-2129,GB,Diamond,40s,2024-02-12,Apparel
C-2130,KR,Non-Member,20s,2024-04-24,Confectionery
C-2131,JP,Non-Member,30s,2023-08-15,Tea
C-2132,JP,Gold,20s,2024-04-22,Confectionery
C-2133,JP,Diamond,40s,2025-05-04,Tea
C-2134,KR,Non-Member,40s,2025-03-30,Jewellery
C-2135,CN,Silver,40s,2025-01-17,Confectionery
C-2136,CN,Silver,50s+,2025-06-15,Honey
C-2137,AU,Silver,30s,2023-04-23,Cosmetics
C-2138,PH,Non-Member,50s+,2025-12-11,Cosmetics
C-2139,JP,Non-Member,20s,2024-10-06,Tea
C-2140,CN,Non-Member,40s,2025-07-04,Honey
C-2141,CN,Silver,30s,2024-01-23,Cosmetics
C-2142,GB,Diamond,30s,2024-03-31,Apparel
C-2143,NZ,Non-Member,20s,2025-06-27,Souvenir
C-2144,JP,Diamond,50s+,2025-03-18,Confectionery
C-2145,PH,Non-Member,20s,2025-01-10,Cosmetics
C-2146,SG,Silver,40s,2023-04-12,Tea
C-2147,CN,Non-Member,40s,2024-12-12,Liquor
C-2148,CN,Non-Member,20s,2025-04-08,Liquor
C-2149,CN,Non-Member,30s,2024-12-13,Liquor
C-2150,KR,Diamond,40s,2023-10-31,Liquor
C-2151,CA,Non-Member,30s,2024-04-04,Apparel
C-2152,GB,Non-Member,50s+,2025-05-15,Tea
C-2153,CN,Non-Member,30s,2023-07-20,Confectionery
C-2154,NZ,Non-Member,20s,2023-12-12,Tea
C-2155,AU,Gold,50s+,2024-12-13,Liquor
C-2156,AU,Silver,30s,2025-03-21,Confectionery
C-2157,CN,Diamond,30s,2024-02-03,Cosmetics
C-2158,SG,Non-Member,20s,2025-01-26,Tea
C-2159,JP,Silver,40s,2024-08-04,Souvenir
C-2160,AU,Diamond,40s,2023-04-14,Souvenir
C-2161,KR,Non-Member,40s,2025-08-05,Cosmetics
C-2162,IN,Non-Member,30s,2023-04-21,Confectionery
C-2163,PH,Non-Member,30s,2023-06-03,Souvenir
C-2164,KR,Gold,50s+,2024-11-29,Honey
C-2165,CN,Gold,50s+,2024-11-21,Cosmetics
C-2166,TH,Silver,20s,2025-03-10,Cosmetics
C-2167,IN,Non-Member,20s,2025-03-18,Souvenir
C-2168,KR,Non-Member,40s,2025-10-01,Confectionery
C-2169,TH,Non-Member,30s,2026-02-27,Confectionery
C-2170,GB,Gold,20s,2024-01-23,Apparel
C-2171,CA,Non-Member,30s,2023-09-13,Apparel
C-2172,PH,Silver,20s,2023-10-28,Souvenir
C-2173,CN,Silver,40s,2023-12-26,Cosmetics
C-2174,TH,Non-Member,40s,2024-05-01,Souvenir
C-2175,IN,Silver,20s,2024-11-20,Souvenir
C-2176,CN,Silver,20s,2025-06-19,Souvenir
C-2177,US,Non-Member,40s,2024-10-20,Indigenous
C-2178,AU,Silver,40s,2025-07-01,Souvenir
C-2179,SG,Diamond,40s,2024-06-06,Tea
C-2180,NZ,Non-Member,40s,2023-05-26,Confectionery
C-2181,CN,Gold,50s+,2025-10-08,Souvenir
C-2182,AU,Non-Member,20s,2025-09-20,Confectionery
C-2183,US,Diamond,50s+,2024-02-18,Apparel
C-2184,SG,Non-Member,40s,2024-10-12,Cosmetics
C-2185,CN,Non-Member,30s,2024-07-13,Cosmetics
C-2186,AU,Non-Member,50s+,2025-04-18,Liquor
C-2187,NZ,Diamond,20s,2023-08-20,Tea
C-2188,KR,Diamond,50s+,2025-02-04,Cosmetics
C-2189,AU,Diamond,30s,2025-12-17,Souvenir
C-2190,SG,Non-Member,20s,2023-10-19,Confectionery
C-2191,KR,Non-Member,30s,2024-08-30,Honey
C-2192,CA,Gold,50s+,2024-10-23,Souvenir
C-2193,AU,Gold,20s,2024-05-20,Cosmetics
C-2194,IN,Gold,20s,2025-08-06,Confectionery
C-2195,CN,Non-Member,20s,2024-06-24,Liquor
C-2196,NZ,Non-Member,20s,2025-11-03,Confectionery
C-2197,JP,Silver,20s,2023-06-28,Cosmetics
C-2198,CN,Silver,50s+,2023-09-24,Cosmetics
C-2199,CN,Silver,30s,2025-10-14,Cosmetics
C-2200,KR,Silver,40s,2023-07-20,Confectionery
C-2201,CA,Silver,40s,2024-11-22,Apparel
C-2202,TH,Non-Member,50s+,2024-11-06,Cosmetics
C-2203,KR,Silver,40s,2025-07-14,Cosmetics
C-2204,CN,Non-Member,50s+,2026-02-27,Liquor
C-2205,US,Non-Member,20s,2026-02-24,Apparel
C-2206,NZ,Non-Member,30s,2024-11-12,Confectionery
C-2207,CN,Silver,20s,2026-03-01,Cosmetics
C-2208,AU,Non-Member,50s+,2025-10-17,Liquor
C-2209,IN,Silver,20s,2025-05-18,Confectionery
C-2210,JP,Non-Member,50s+,2024-05-05,Tea
C-2211,IN,Non-Member,20s,2024-01-25,Cosmetics
C-2212,US,Silver,20s,2026-01-27,Souvenir
C-2213,JP,Silver,40s,2025-01-02,Souvenir
C-2214,CA,Non-Member,50s+,2025-03-07,Souvenir
C-2215,GB,Silver,20s,2024-04-02,Apparel
C-2216,SG,Diamond,50s+,2023-06-21,Honey
C-2217,NZ,Non-Member,50s+,2023-07-05,Tea
C-2218,CN,Gold,20s,2025-05-25,Confectionery
C-2219,GB,Non-Member,30s,2023-04-10,Apparel
C-2220,US,Gold,40s,2025-10-26,Souvenir
C-2221,US,Silver,40s,2024-12-15,Souvenir
C-2222,TH,Non-Member,30s,2025-12-08,Cosmetics
C-2223,TH,Non-Member,20s,2023-04-05,Souvenir
C-2224,GB,Non-Member,30s,2023-07-29,Tea
C-2225,CN,Non-Member,20s,2023-11-19,Honey
C-2226,US,Non-Member,50s+,2024-09-11,Indigenous
C-2227,KR,Silver,40s,2024-03-28,Cosmetics
C-2228,AU,Gold,50s+,2023-05-20,Souvenir
C-2229,IN,Non-Member,40s,2023-04-08,Confectionery
C-2230,GB,Non-Member,50s+,2024-07-19,Tea
C-2231,GB,Non-Member,20s,2024-01-13,Indigenous
C-2232,AU,Non-Member,40s,2025-01-12,Souvenir
C-2233,AU,Silver,50s+,2023-08-05,Confectionery
C-2234,IN,Silver,30s,2024-03-24,Tea
C-2235,US,Diamond,40s,2024-11-24,Jewellery
C-2236,NZ,Non-Member,50s+,2025-08-23,Souvenir
C-2237,PH,Non-Member,20s,2025-03-06,Confectionery
C-2238,SG,Non-Member,50s+,2024-07-18,Cosmetics
C-2239,TH,Non-Member,50s+,2025-11-22,Souvenir
C-2240,CN,Non-Member,40s,2024-02-26,Honey
C-2241,AU,Diamond,40s,2023-12-22,Confectionery
C-2242,KR,Silver,50s+,2025-04-13,Cosmetics
C-2243,NZ,Non-Member,40s,2024-04-14,Cosmetics
C-2244,JP,Silver,50s+,2023-12-06,Souvenir
C-2245,GB,Diamond,50s+,2026-02-18,Tea
C-2246,SG,Non-Member,40s,2024-04-07,Cosmetics
C-2247,CA,Non-Member,20s,2023-06-20,Apparel
C-2248,CN,Non-Member,40s,2023-04-01,Confectionery
C-2249,CN,Silver,30s,2025-11-24,Souvenir
C-2250,CA,Non-Member,20s,2025-07-13,Indigenous
C-2251,US,Silver,20s,2023-09-14,Jewellery
C-2252,CN,Gold,40s,2024-11-06,Cosmetics
C-2253,CN,Non-Member,40s,2025-07-12,Honey
C-2254,CN,Non-Member,40s,2024-04-29,Cosmetics
C-2255,PH,Silver,30s,2024-09-11,Confectionery
C-2256,JP,Gold,50s+,2024-10-18,Tea
C-2257,CN,Non-Member,40s,2023-05-04,Cosmetics
C-2258,NZ,Non-Member,20s,2025-03-23,Confectionery
C-2259,TH,Diamond,50s+,2024-06-23,Cosmetics
C-2260,GB,Non-Member,40s,2025-09-28,Apparel
C-2261,AU,Non-Member,50s+,2023-09-24,Confectionery
C-2262,US,Gold,30s,2024-02-03,Indigenous
C-2263,CN,Gold,20s,2023-04-19,Souvenir
C-2264,TH,Non-Member,50s+,2024-06-18,Confectionery
C-2265,JP,Silver,20s,2025-03-15,Souvenir
C-2266,IN,Non-Member,30s,2023-06-23,Confectionery
C-2267,KR,Silver,50s+,2024-06-09,Cosmetics
C-2268,IN,Silver,50s+,2024-04-01,Souvenir
C-2269,AU,Non-Member,30s,2025-01-19,Confectionery
C-2270,CN,Non-Member,40s,2024-05-11,Cosmetics
C-2271,IN,Non-Member,30s,2024-11-30,Confectionery
C-2272,SG,Gold,40s,2023-05-27,Souvenir
C-2273,GB,Non-Member,20s,2024-02-21,Souvenir
C-2274,NZ,Silver,40s,2023-09-22,Honey
C-2275,GB,Non-Member,20s,2024-08-11,Indigenous
C-2276,JP,Silver,30s,2025-07-11,Confectionery
C-2277,PH,Non-Member,30s,2023-07-03,Cosmetics
C-2278,IN,Non-Member,30s,2024-02-25,Cosmetics
C-2279,IN,Non-Member,30s,2025-09-26,Tea
C-2280,PH,Silver,50s+,2025-01-06,Tea
C-2281,CA,Non-Member,30s,2023-08-05,Apparel
C-2282,CN,Non-Member,30s,2023-07-30,Honey
C-2283,AU,Gold,50s+,2023-07-08,Liquor
C-2284,AU,Gold,50s+,2023-07-10,Confectionery
C-2285,JP,Diamond,20s,2025-01-28,Confectionery
C-2286,CN,Non-Member,40s,2024-01-25,Liquor
C-2287,GB,Non-Member,20s,2023-12-03,Apparel
C-2288,AU,Non-Member,20s,2024-02-22,Liquor
C-2289,IN,Non-Member,50s+,2024-09-10,Souvenir
C-2290,US,Non-Member,40s,2025-10-03,Indigenous
C-2291,JP,Non-Member,40s,2024-03-22,Souvenir
C-2292,CN,Non-Member,50s+,2025-08-18,Souvenir
C-2293,AU,Silver,20s,2024-06-20,Confectionery
C-2294,GB,Non-Member,40s,2025-09-10,Apparel
C-2295,JP,Non-Member,20s,2024-01-10,Souvenir
C-2296,AU,Non-Member,20s,2024-03-17,Souvenir
C-2297,CN,Gold,50s+,2023-10-07,Souvenir
C-2298,NZ,Silver,30s,2023-07-24,Cosmetics
C-2299,IN,Non-Member,50s+,2024-01-09,Tea
C-2300,KR,Non-Member,50s+,2025-04-03,Honey
C-2301,CN,Non-Member,50s+,2024-10-26,Confectionery
C-2302,US,Non-Member,40s,2025-06-12,Indigenous
C-2303,AU,Silver,30s,2023-04-27,Confectionery
C-2304,CN,Gold,30s,2025-12-08,Souvenir
C-2305,CA,Non-Member,40s,2025-08-31,Souvenir
C-2306,CN,Gold,50s+,2025-08-12,Souvenir
C-2307,KR,Non-Member,40s,2026-03-01,Jewellery
C-2308,IN,Non-Member,40s,2026-03-20,Souvenir
C-2309,AU,Silver,40s,2024-10-12,Cosmetics
C-2310,US,Silver,30s,2026-01-11,Indigenous
C-2311,IN,Non-Member,40s,2026-02-01,Souvenir
C-2312,IN,Non-Member,50s+,2025-07-07,Confectionery
C-2313,US,Silver,50s+,2024-04-15,Jewellery
C-2314,PH,Non-Member,50s+,2026-03-01,Confectionery
C-2315,KR,Silver,50s+,2023-04-09,Confectionery
C-2316,GB,Non-Member,40s,2025-09-07,Apparel
C-2317,KR,Non-Member,20s,2025-02-20,Cosmetics
C-2318,KR,Silver,40s,2024-01-18,Cosmetics
C-2319,TH,Non-Member,20s,2023-09-17,Confectionery
C-2320,CN,Non-Member,50s+,2024-06-11,Cosmetics
C-2321,GB,Silver,50s+,2026-03-14,Apparel
C-2322,CN,Diamond,30s,2024-01-31,Honey
C-2323,AU,Silver,50s+,2025-02-09,Confectionery
C-2324,IN,Non-Member,30s,2025-05-06,Tea
C-2325,PH,Silver,30s,2024-05-20,Souvenir
C-2326,GB,Gold,50s+,2023-08-21,Apparel
C-2327,IN,Non-Member,30s,2024-01-05,Confectionery
C-2328,GB,Non-Member,20s,2025-02-10,Apparel
C-2329,NZ,Silver,40s,2023-04-21,Souvenir
C-2330,CA,Gold,40s,2026-02-04,Indigenous
C-2331,CA,Non-Member,40s,2023-12-31,Souvenir
C-2332,AU,Non-Member,50s+,2024-09-02,Cosmetics
C-2333,KR,Silver,30s,2024-03-06,Honey
C-2334,PH,Diamond,50s+,2025-04-14,Confectionery
C-2335,CN,Non-Member,40s,2024-12-01,Cosmetics
C-2336,CN,Non-Member,50s+,2024-04-12,Liquor
C-2337,CA,Silver,30s,2024-04-02,Indigenous
C-2338,PH,Gold,40s,2023-07-09,Confectionery
C-2339,CN,Silver,30s,2023-09-01,Honey
C-2340,AU,Silver,20s,2024-05-13,Souvenir
C-2341,PH,Gold,40s,2024-02-22,Souvenir
C-2342,KR,Non-Member,50s+,2023-06-17,Cosmetics
C-2343,PH,Diamond,50s+,2024-02-14,Cosmetics
C-2344,KR,Silver,50s+,2023-07-04,Confectionery
C-2345,NZ,Gold,30s,2025-10-09,Honey
C-2346,IN,Non-Member,40s,2023-10-13,Tea
C-2347,KR,Silver,40s,2024-01-26,Cosmetics
C-2348,CN,Non-Member,20s,2023-06-21,Confectionery
C-2349,CN,Diamond,50s+,2023-12-02,Souvenir
C-2350,GB,Silver,40s,2025-09-05,Tea
C-2351,GB,Silver,30s,2023-07-09,Tea
C-2352,CN,Silver,30s,2024-08-30,Confectionery
C-2353,IN,Non-Member,20s,2026-02-20,Confectionery
C-2354,KR,Gold,20s,2025-05-15,Confectionery
C-2355,SG,Non-Member,40s,2023-05-02,Confectionery
C-2356,NZ,Gold,40s,2025-07-05,Confectionery
C-2357,IN,Non-Member,30s,2024-11-23,Confectionery
C-2358,US,Non-Member,30s,2024-01-10,Apparel
C-2359,JP,Non-Member,30s,2024-06-08,Souvenir
C-2360,KR,Non-Member,20s,2026-03-24,Honey
C-2361,AU,Non-Member,40s,2025-05-22,Liquor
C-2362,JP,Silver,40s,2025-02-10,Souvenir
C-2363,KR,Silver,40s,2023-09-21,Confectionery
C-2364,CN,Gold,40s,2024-08-27,Honey
C-2365,KR,Non-Member,50s+,2025-04-01,Cosmetics
C-2366,JP,Gold,30s,2025-10-19,Confectionery
C-2367,CN,Non-Member,20s,2024-11-19,Liquor
C-2368,IN,Silver,50s+,2025-09-29,Confectionery
C-2369,CN,Silver,40s,2025-08-31,Souvenir
C-2370,CN,Non-Member,50s+,2023-04-01,Souvenir
C-2371,IN,Non-Member,50s+,2023-09-04,Tea
C-2372,US,Non-Member,50s+,2026-03-15,Jewellery
C-2373,CN,Diamond,30s,2025-10-20,Cosmetics
C-2374,NZ,Non-Member,20s,2023-09-09,Souvenir
C-2375,KR,Non-Member,50s+,2023-09-12,Confectionery
C-2376,JP,Gold,30s,2024-06-01,Souvenir
C-2377,US,Silver,40s,2023-12-09,Indigenous
C-2378,GB,Silver,40s,2025-06-11,Apparel
C-2379,GB,Non-Member,40s,2023-08-24,Indigenous
C-2380,GB,Non-Member,20s,2023-09-23,Tea
C-2381,CN,Silver,30s,2024-06-05,Souvenir
C-2382,NZ,Non-Member,20s,2023-11-10,Souvenir
C-2383,NZ,Non-Member,50s+,2025-09-13,Souvenir
C-2384,CA,Non-Member,30s,2024-09-30,Apparel
C-2385,CN,Silver,20s,2026-01-10,Liquor
C-2386,CN,Non-Member,30s,2025-12-03,Souvenir
C-2387,CN,Silver,50s+,2023-07-18,Souvenir
C-2388,KR,Gold,30s,2023-08-31,Confectionery
C-2389,GB,Non-Member,40s,2025-08-14,Apparel
C-2390,CN,Non-Member,20s,2024-08-10,Cosmetics
C-2391,KR,Non-Member,20s,2024-07-10,Cosmetics
C-2392,AU,Non-Member,50s+,2024-12-08,Souvenir
C-2393,KR,Non-Member,20s,2024-02-29,Honey
C-2394,GB,Non-Member,50s+,2024-09-15,Apparel
C-2395,JP,Non-Member,50s+,2024-01-25,Cosmetics
C-2396,IN,Diamond,50s+,2025-05-30,Confectionery
C-2397,TH,Non-Member,20s,2024-09-10,Cosmetics
C-2398,PH,Non-Member,20s,2024-09-23,Tea
C-2399,CN,Diamond,20s,2026-01-14,Honey
C-2400,CN,Non-Member,50s+,2024-07-25,Liquor
C-2401,PH,Non-Member,50s+,2024-06-23,Souvenir
C-2402,IN,Non-Member,40s,2024-01-24,Confectionery
C-2403,AU,Silver,50s+,2023-04-15,Confectionery
C-2404,CA,Gold,40s,2023-11-20,Indigenous
