flight_id,flight_no,airline,destination,departure_time,flight_status
FL-0347,JL771,Japan Airlines,Tokyo,2024-01-22 09:57:00,On Time
FL-0348,CX101,Cathay Pacific,Hong Kong,2024-01-22 10:25:00,Delayed
FL-0349,KE601,Korean Air,Seoul,2024-01-22 11:30:00,On Time
FL-0350,QF7,Qantas,Los Angeles,2024-01-22 11:56:00,On Time
FL-0351,SQ213,Singapore Airlines,Singapore,2024-01-22 13:26:00,On Time
FL-0352,CX103,Cathay Pacific,Hong Kong,2024-01-22 15:41:00,On Time
FL-0353,QF1,Qantas,Singapore,2024-01-22 16:26:00,On Time
FL-0354,QR007,Qatar Airways,Doha,2024-01-22 20:44:00,On Time
FL-0355,EK413,Emirates,Dubai,2024-01-22 21:09:00,On Time
FL-0356,GA715,Garuda Indonesia,Bali,2024-01-23 07:28:00,On Time
FL-0357,TR13,Scoot,Singapore,2024-01-23 07:40:00,On Time
FL-0358,5J32,Cebu Pacific,Manila,2024-01-23 07:58:00,On Time
FL-0359,SQ211,Singapore Airlines,Singapore,2024-01-23 08:04:00,Delayed
FL-0360,MH122,Malaysia Airlines,Kuala Lumpur,2024-01-23 08:45:00,On Time
FL-0361,MU502,China Eastern,Shanghai,2024-01-23 09:10:00,Delayed
FL-0362,CA781,Air China,Beijing,2024-01-23 10:02:00,On Time
FL-0363,JL771,Japan Airlines,Tokyo,2024-01-23 10:05:00,On Time
FL-0364,CX101,Cathay Pacific,Hong Kong,2024-01-23 10:28:00,On Time
FL-0365,NH880,ANA,Tokyo,2024-01-23 11:15:00,On Time
FL-0366,KE601,Korean Air,Seoul,2024-01-23 11:32:00,On Time
FL-0367,QF7,Qantas,Los Angeles,2024-01-23 11:55:00,Delayed
FL-0368,QF1,Qantas,Singapore,2024-01-23 16:26:00,Delayed
FL-0369,UA839,United Airlines,Los Angeles,2024-01-23 20:55:00,On Time
FL-0370,EK413,Emirates,Dubai,2024-01-23 21:07:00,On Time
FL-0371,GA715,Garuda Indonesia,Bali,2024-01-24 07:25:00,On Time
FL-0372,SQ211,Singapore Airlines,Singapore,2024-01-24 07:55:00,On Time
FL-0373,TG476,Thai Airways,Bangkok,2024-01-24 08:57:00,On Time
FL-0374,MU502,China Eastern,Shanghai,2024-01-24 09:10:00,Delayed
FL-0375,PR211,Philippine Airlines,Manila,2024-01-24 09:34:00,On Time
FL-0376,OZ602,Asiana Airlines,Seoul,2024-01-24 09:45:00,On Time
FL-0377,JL771,Japan Airlines,Tokyo,2024-01-24 09:58:00,On Time
FL-0378,CX101,Cathay Pacific,Hong Kong,2024-01-24 10:34:00,On Time
FL-0379,KE601,Korean Air,Seoul,2024-01-24 11:30:00,On Time
FL-0380,QF7,Qantas,Los Angeles,2024-01-24 11:56:00,On Time
FL-0381,SQ213,Singapore Airlines,Singapore,2024-01-24 13:32:00,On Time
FL-0382,CX103,Cathay Pacific,Hong Kong,2024-01-24 15:41:00,On Time
FL-0383,QF1,Qantas,Singapore,2024-01-24 16:26:00,On Time
FL-0384,QR007,Qatar Airways,Doha,2024-01-24 20:50:00,On Time
FL-0385,EK413,Emirates,Dubai,2024-01-24 21:08:00,On Time
FL-0386,GA715,Garuda Indonesia,Bali,2024-01-25 07:31:00,On Time
FL-0387,TR13,Scoot,Singapore,2024-01-25 07:40:00,On Time
FL-0388,SQ211,Singapore Airlines,Singapore,2024-01-25 07:56:00,On Time
FL-0389,MH122,Malaysia Airlines,Kuala Lumpur,2024-01-25 08:48:00,On Time
FL-0390,TG476,Thai Airways,Bangkok,2024-01-25 09:01:00,On Time
FL-0391,MU502,China Eastern,Shanghai,2024-01-25 09:13:00,On Time
FL-0392,CA781,Air China,Beijing,2024-01-25 09:58:00,On Time
FL-0393,JL771,Japan Airlines,Tokyo,2024-01-25 10:00:00,On Time
FL-0394,CX101,Cathay Pacific,Hong Kong,2024-01-25 10:28:00,On Time
FL-0395,NH880,ANA,Tokyo,2024-01-25 11:13:00,On Time
FL-0396,KE601,Korean Air,Seoul,2024-01-25 11:33:00,Delayed
FL-0397,QF7,Qantas,Los Angeles,2024-01-25 11:53:00,On Time
FL-0398,SQ213,Singapore Airlines,Singapore,2024-01-25 13:33:00,On Time
FL-0399,QF1,Qantas,Singapore,2024-01-25 16:25:00,On Time
FL-0400,UA839,United Airlines,Los Angeles,2024-01-25 20:59:00,On Time
FL-0401,EK413,Emirates,Dubai,2024-01-25 21:09:00,On Time
FL-0402,GA715,Garuda Indonesia,Bali,2024-01-26 07:34:00,On Time
FL-0403,5J32,Cebu Pacific,Manila,2024-01-26 07:55:00,On Time
FL-0404,SQ211,Singapore Airlines,Singapore,2024-01-26 07:59:00,On Time
FL-0405,MH122,Malaysia Airlines,Kuala Lumpur,2024-01-26 08:41:00,On Time
FL-0406,MU502,China Eastern,Shanghai,2024-01-26 09:14:00,On Time
FL-0407,PR211,Philippine Airlines,Manila,2024-01-26 09:29:00,On Time
FL-0408,OZ602,Asiana Airlines,Seoul,2024-01-26 09:45:00,On Time
FL-0409,JL771,Japan Airlines,Tokyo,2024-01-26 10:05:00,On Time
FL-0410,CX101,Cathay Pacific,Hong Kong,2024-01-26 10:25:00,Delayed
FL-0411,KE601,Korean Air,Seoul,2024-01-26 11:30:00,Delayed
FL-0412,QF7,Qantas,Los Angeles,2024-01-26 11:58:00,On Time
FL-0413,CX103,Cathay Pacific,Hong Kong,2024-01-26 15:40:00,On Time
FL-0414,QF1,Qantas,Singapore,2024-01-26 16:28:00,On Time
FL-0415,QR007,Qatar Airways,Doha,2024-01-26 20:45:00,On Time
FL-0416,EK413,Emirates,Dubai,2024-01-26 21:06:00,On Time
FL-0417,GA715,Garuda Indonesia,Bali,2024-01-27 07:35:00,On Time
FL-0418,TR13,Scoot,Singapore,2024-01-27 07:45:00,On Time
FL-0419,SQ211,Singapore Airlines,Singapore,2024-01-27 08:01:00,On Time
FL-0420,TG476,Thai Airways,Bangkok,2024-01-27 09:01:00,On Time
FL-0421,MU502,China Eastern,Shanghai,2024-01-27 09:10:00,On Time
FL-0422,PR211,Philippine Airlines,Manila,2024-01-27 09:29:00,On Time
FL-0423,OZ602,Asiana Airlines,Seoul,2024-01-27 09:45:00,On Time
FL-0424,JL771,Japan Airlines,Tokyo,2024-01-27 10:00:00,On Time
FL-0425,CX101,Cathay Pacific,Hong Kong,2024-01-27 10:34:00,On Time
FL-0426,NH880,ANA,Tokyo,2024-01-27 11:19:00,Delayed
FL-0427,KE601,Korean Air,Seoul,2024-01-27 11:26:00,Delayed
FL-0428,QF7,Qantas,Los Angeles,2024-01-27 11:53:00,On Time
FL-0429,SQ213,Singapore Airlines,Singapore,2024-01-27 13:32:00,On Time
FL-0430,QF1,Qantas,Singapore,2024-01-27 16:35:00,Delayed
FL-0431,UA839,United Airlines,Los Angeles,2024-01-27 21:05:00,On Time
FL-0432,EK413,Emirates,Dubai,2024-01-27 21:15:00,Delayed
FL-0433,GA715,Garuda Indonesia,Bali,2024-01-28 07:29:00,On Time
FL-0434,5J32,Cebu Pacific,Manila,2024-01-28 07:59:00,On Time
FL-0435,SQ211,Singapore Airlines,Singapore,2024-01-28 08:05:00,On Time
FL-0436,MH122,Malaysia Airlines,Kuala Lumpur,2024-01-28 08:47:00,On Time
FL-0437,TG476,Thai Airways,Bangkok,2024-01-28 09:04:00,Delayed
FL-0438,MU502,China Eastern,Shanghai,2024-01-28 09:20:00,On Time
FL-0439,PR211,Philippine Airlines,Manila,2024-01-28 09:29:00,On Time
FL-0440,OZ602,Asiana Airlines,Seoul,2024-01-28 09:48:00,Delayed
FL-0441,JL771,Japan Airlines,Tokyo,2024-01-28 09:56:00,Delayed
FL-0442,CA781,Air China,Beijing,2024-01-28 09:57:00,On Time
FL-0443,CX101,Cathay Pacific,Hong Kong,2024-01-28 10:31:00,On Time
FL-0444,NH880,ANA,Tokyo,2024-01-28 11:13:00,On Time
FL-0445,KE601,Korean Air,Seoul,2024-01-28 11:25:00,On Time
FL-0446,QF7,Qantas,Los Angeles,2024-01-28 11:58:00,Delayed
FL-0447,SQ213,Singapore Airlines,Singapore,2024-01-28 13:29:00,On Time
FL-0448,CX103,Cathay Pacific,Hong Kong,2024-01-28 15:50:00,On Time
FL-0449,QF1,Qantas,Singapore,2024-01-28 16:26:00,Delayed
FL-0450,QR007,Qatar Airways,Doha,2024-01-28 20:45:00,On Time
FL-0451,UA839,United Airlines,Los Angeles,2024-01-28 20:55:00,On Time
FL-0452,EK413,Emirates,Dubai,2024-01-28 21:10:00,On Time
FL-0453,GA715,Garuda Indonesia,Bali,2024-01-29 07:33:00,Delayed
FL-0454,SQ211,Singapore Airlines,Singapore,2024-01-29 08:02:00,On Time
FL-0455,MH122,Malaysia Airlines,Kuala Lumpur,2024-01-29 08:40:00,Delayed
FL-0456,TG476,Thai Airways,Bangkok,2024-01-29 09:04:00,On Time
FL-0457,MU502,China Eastern,Shanghai,2024-01-29 09:15:00,On Time
FL-0458,PR211,Philippine Airlines,Manila,2024-01-29 09:31:00,On Time
FL-0459,OZ602,Asiana Airlines,Seoul,2024-01-29 09:46:00,Delayed
FL-0460,JL771,Japan Airlines,Tokyo,2024-01-29 09:59:00,On Time
FL-0461,CX101,Cathay Pacific,Hong Kong,2024-01-29 10:34:00,Delayed
FL-0462,KE601,Korean Air,Seoul,2024-01-29 11:28:00,Delayed
FL-0463,QF7,Qantas,Los Angeles,2024-01-29 12:00:00,On Time
FL-0464,SQ213,Singapore Airlines,Singapore,2024-01-29 13:34:00,On Time
FL-0465,CX103,Cathay Pacific,Hong Kong,2024-01-29 15:46:00,On Time
FL-0466,QF1,Qantas,Singapore,2024-01-29 16:29:00,On Time
FL-0467,QR007,Qatar Airways,Doha,2024-01-29 20:44:00,On Time
FL-0468,EK413,Emirates,Dubai,2024-01-29 21:15:00,On Time
FL-0469,GA715,Garuda Indonesia,Bali,2024-01-30 07:27:00,Cancelled
FL-0470,TR13,Scoot,Singapore,2024-01-30 07:43:00,On Time
FL-0471,5J32,Cebu Pacific,Manila,2024-01-30 07:56:00,On Time
FL-0472,SQ211,Singapore Airlines,Singapore,2024-01-30 08:00:00,On Time
FL-0473,MH122,Malaysia Airlines,Kuala Lumpur,2024-01-30 08:41:00,On Time
FL-0474,MU502,China Eastern,Shanghai,2024-01-30 09:13:00,On Time
FL-0475,JL771,Japan Airlines,Tokyo,2024-01-30 10:01:00,On Time
FL-0476,CA781,Air China,Beijing,2024-01-30 10:02:00,On Time
FL-0477,CX101,Cathay Pacific,Hong Kong,2024-01-30 10:25:00,On Time
FL-0478,NH880,ANA,Tokyo,2024-01-30 11:12:00,On Time
FL-0479,KE601,Korean Air,Seoul,2024-01-30 11:32:00,On Time
FL-0480,QF7,Qantas,Los Angeles,2024-01-30 11:51:00,On Time
FL-0481,QF1,Qantas,Singapore,2024-01-30 16:33:00,On Time
FL-0482,UA839,United Airlines,Los Angeles,2024-01-30 20:59:00,On Time
FL-0483,EK413,Emirates,Dubai,2024-01-30 21:14:00,On Time
FL-0484,GA715,Garuda Indonesia,Bali,2024-01-31 07:33:00,On Time
FL-0485,SQ211,Singapore Airlines,Singapore,2024-01-31 07:58:00,On Time
FL-0486,TG476,Thai Airways,Bangkok,2024-01-31 08:56:00,On Time
FL-0487,MU502,China Eastern,Shanghai,2024-01-31 09:15:00,On Time
FL-0488,PR211,Philippine Airlines,Manila,2024-01-31 09:34:00,On Time
FL-0489,OZ602,Asiana Airlines,Seoul,2024-01-31 09:48:00,On Time
FL-0490,JL771,Japan Airlines,Tokyo,2024-01-31 09:58:00,On Time
FL-0491,CX101,Cathay Pacific,Hong Kong,2024-01-31 10:26:00,On Time
FL-0492,KE601,Korean Air,Seoul,2024-01-31 11:29:00,On Time
FL-0493,QF7,Qantas,Los Angeles,2024-01-31 11:52:00,On Time
FL-0494,SQ213,Singapore Airlines,Singapore,2024-01-31 13:34:00,On Time
FL-0495,CX103,Cathay Pacific,Hong Kong,2024-01-31 15:47:00,On Time
FL-0496,QF1,Qantas,Singapore,2024-01-31 16:34:00,On Time
FL-0497,QR007,Qatar Airways,Doha,2024-01-31 20:46:00,Delayed
FL-0498,EK413,Emirates,Dubai,2024-01-31 21:15:00,Delayed
FL-0499,GA715,Garuda Indonesia,Bali,2024-02-01 07:27:00,On Time
FL-0500,TR13,Scoot,Singapore,2024-02-01 07:50:00,On Time
FL-0501,SQ211,Singapore Airlines,Singapore,2024-02-01 08:03:00,On Time
FL-0502,MH122,Malaysia Airlines,Kuala Lumpur,2024-02-01 08:44:00,On Time
FL-0503,TG476,Thai Airways,Bangkok,2024-02-01 09:04:00,On Time
FL-0504,MU502,China Eastern,Shanghai,2024-02-01 09:14:00,On Time
FL-0505,JL771,Japan Airlines,Tokyo,2024-02-01 10:00:00,On Time
FL-0506,CA781,Air China,Beijing,2024-02-01 10:02:00,On Time
FL-0507,CX101,Cathay Pacific,Hong Kong,2024-02-01 10:31:00,On Time
FL-0508,NH880,ANA,Tokyo,2024-02-01 11:15:00,Delayed
FL-0509,KE601,Korean Air,Seoul,2024-02-01 11:32:00,On Time
FL-0510,QF7,Qantas,Los Angeles,2024-02-01 11:58:00,On Time
FL-0511,SQ213,Singapore Airlines,Singapore,2024-02-01 13:30:00,On Time
FL-0512,QF1,Qantas,Singapore,2024-02-01 16:25:00,Delayed
FL-0513,UA839,United Airlines,Los Angeles,2024-02-01 20:55:00,On Time
FL-0514,EK413,Emirates,Dubai,2024-02-01 21:14:00,Delayed
FL-0515,GA715,Garuda Indonesia,Bali,2024-02-02 07:26:00,Delayed
FL-0516,5J32,Cebu Pacific,Manila,2024-02-02 08:00:00,On Time
FL-0517,SQ211,Singapore Airlines,Singapore,2024-02-02 08:05:00,Delayed
FL-0518,MH122,Malaysia Airlines,Kuala Lumpur,2024-02-02 08:41:00,On Time
FL-0519,MU502,China Eastern,Shanghai,2024-02-02 09:18:00,On Time
FL-0520,PR211,Philippine Airlines,Manila,2024-02-02 09:33:00,On Time
FL-0521,OZ602,Asiana Airlines,Seoul,2024-02-02 09:45:00,On Time
FL-0522,JL771,Japan Airlines,Tokyo,2024-02-02 09:58:00,On Time
FL-0523,CX101,Cathay Pacific,Hong Kong,2024-02-02 10:30:00,On Time
FL-0524,KE601,Korean Air,Seoul,2024-02-02 11:27:00,On Time
FL-0525,QF7,Qantas,Los Angeles,2024-02-02 11:53:00,On Time
FL-0526,CX103,Cathay Pacific,Hong Kong,2024-02-02 15:41:00,On Time
FL-0527,QF1,Qantas,Singapore,2024-02-02 16:34:00,On Time
FL-0528,QR007,Qatar Airways,Doha,2024-02-02 20:45:00,On Time
FL-0529,EK413,Emirates,Dubai,2024-02-02 21:13:00,On Time
FL-0530,GA715,Garuda Indonesia,Bali,2024-02-03 07:35:00,On Time
FL-0531,TR13,Scoot,Singapore,2024-02-03 07:50:00,On Time
FL-0532,SQ211,Singapore Airlines,Singapore,2024-02-03 08:03:00,On Time
FL-0533,TG476,Thai Airways,Bangkok,2024-02-03 08:56:00,On Time
FL-0534,MU502,China Eastern,Shanghai,2024-02-03 09:15:00,On Time
FL-0535,PR211,Philippine Airlines,Manila,2024-02-03 09:31:00,On Time
FL-0536,OZ602,Asiana Airlines,Seoul,2024-02-03 09:40:00,On Time
FL-0537,JL771,Japan Airlines,Tokyo,2024-02-03 10:03:00,On Time
FL-0538,CX101,Cathay Pacific,Hong Kong,2024-02-03 10:25:00,Delayed
FL-0539,NH880,ANA,Tokyo,2024-02-03 11:10:00,On Time
FL-0540,KE601,Korean Air,Seoul,2024-02-03 11:31:00,On Time
FL-0541,QF7,Qantas,Los Angeles,2024-02-03 11:59:00,On Time
FL-0542,SQ213,Singapore Airlines,Singapore,2024-02-03 13:26:00,On Time
FL-0543,QF1,Qantas,Singapore,2024-02-03 16:25:00,On Time
FL-0544,UA839,United Airlines,Los Angeles,2024-02-03 21:04:00,On Time
FL-0545,EK413,Emirates,Dubai,2024-02-03 21:12:00,Delayed
FL-0546,GA715,Garuda Indonesia,Bali,2024-02-04 07:31:00,On Time
FL-0547,SQ211,Singapore Airlines,Singapore,2024-02-04 07:58:00,On Time
FL-0548,5J32,Cebu Pacific,Manila,2024-02-04 08:01:00,On Time
FL-0549,MH122,Malaysia Airlines,Kuala Lumpur,2024-02-04 08:49:00,Delayed
FL-0550,TG476,Thai Airways,Bangkok,2024-02-04 09:04:00,On Time
FL-0551,MU502,China Eastern,Shanghai,2024-02-04 09:14:00,On Time
FL-0552,PR211,Philippine Airlines,Manila,2024-02-04 09:30:00,On Time
FL-0553,OZ602,Asiana Airlines,Seoul,2024-02-04 09:43:00,On Time
FL-0554,JL771,Japan Airlines,Tokyo,2024-02-04 10:01:00,On Time
FL-0555,CA781,Air China,Beijing,2024-02-04 10:01:00,On Time
FL-0556,CX101,Cathay Pacific,Hong Kong,2024-02-04 10:32:00,On Time
FL-0557,NH880,ANA,Tokyo,2024-02-04 11:18:00,On Time
FL-0558,KE601,Korean Air,Seoul,2024-02-04 11:26:00,Delayed
FL-0559,QF7,Qantas,Los Angeles,2024-02-04 11:57:00,On Time
FL-0560,SQ213,Singapore Airlines,Singapore,2024-02-04 13:35:00,On Time
FL-0561,CX103,Cathay Pacific,Hong Kong,2024-02-04 15:44:00,On Time
FL-0562,QF1,Qantas,Singapore,2024-02-04 16:31:00,On Time
FL-0563,QR007,Qatar Airways,Doha,2024-02-04 20:44:00,Delayed
FL-0564,UA839,United Airlines,Los Angeles,2024-02-04 20:58:00,On Time
FL-0565,EK413,Emirates,Dubai,2024-02-04 21:12:00,On Time
FL-0566,GA715,Garuda Indonesia,Bali,2024-02-05 07:34:00,On Time
FL-0567,SQ211,Singapore Airlines,Singapore,2024-02-05 07:59:00,On Time
FL-0568,MH122,Malaysia Airlines,Kuala Lumpur,2024-02-05 08:46:00,On Time
FL-0569,TG476,Thai Airways,Bangkok,2024-02-05 08:58:00,On Time
FL-0570,MU502,China Eastern,Shanghai,2024-02-05 09:10:00,On Time
FL-0571,PR211,Philippine Airlines,Manila,2024-02-05 09:25:00,Delayed
FL-0572,OZ602,Asiana Airlines,Seoul,2024-02-05 09:50:00,On Time
FL-0573,JL771,Japan Airlines,Tokyo,2024-02-05 09:56:00,Delayed
FL-0574,CX101,Cathay Pacific,Hong Kong,2024-02-05 10:35:00,On Time
FL-0575,KE601,Korean Air,Seoul,2024-02-05 11:31:00,On Time
FL-0576,QF7,Qantas,Los Angeles,2024-02-05 11:50:00,Delayed
FL-0577,SQ213,Singapore Airlines,Singapore,2024-02-05 13:28:00,On Time
FL-0578,CX103,Cathay Pacific,Hong Kong,2024-02-05 15:49:00,On Time
FL-0579,QF1,Qantas,Singapore,2024-02-05 16:32:00,On Time
FL-0580,QR007,Qatar Airways,Doha,2024-02-05 20:50:00,On Time
FL-0581,EK413,Emirates,Dubai,2024-02-05 21:13:00,On Time
FL-0582,GA715,Garuda Indonesia,Bali,2024-02-06 07:29:00,On Time
FL-0583,TR13,Scoot,Singapore,2024-02-06 07:43:00,On Time
FL-0584,5J32,Cebu Pacific,Manila,2024-02-06 07:56:00,On Time
FL-0585,SQ211,Singapore Airlines,Singapore,2024-02-06 08:05:00,On Time
FL-0586,MH122,Malaysia Airlines,Kuala Lumpur,2024-02-06 08:41:00,On Time
FL-0587,MU502,China Eastern,Shanghai,2024-02-06 09:11:00,On Time
FL-0588,CA781,Air China,Beijing,2024-02-06 09:55:00,On Time
FL-0589,JL771,Japan Airlines,Tokyo,2024-02-06 09:58:00,On Time
FL-0590,CX101,Cathay Pacific,Hong Kong,2024-02-06 10:35:00,On Time
FL-0591,NH880,ANA,Tokyo,2024-02-06 11:13:00,On Time
FL-0592,KE601,Korean Air,Seoul,2024-02-06 11:29:00,On Time
FL-0593,QF7,Qantas,Los Angeles,2024-02-06 11:51:00,On Time
FL-0594,QF1,Qantas,Singapore,2024-02-06 16:26:00,On Time
FL-0595,UA839,United Airlines,Los Angeles,2024-02-06 21:03:00,On Time
FL-0596,EK413,Emirates,Dubai,2024-02-06 21:15:00,On Time
FL-0597,GA715,Garuda Indonesia,Bali,2024-02-07 07:28:00,On Time
FL-0598,SQ211,Singapore Airlines,Singapore,2024-02-07 07:59:00,On Time
FL-0599,TG476,Thai Airways,Bangkok,2024-02-07 09:02:00,Delayed
FL-0600,MU502,China Eastern,Shanghai,2024-02-07 09:12:00,On Time
FL-0601,PR211,Philippine Airlines,Manila,2024-02-07 09:31:00,Delayed
FL-0602,OZ602,Asiana Airlines,Seoul,2024-02-07 09:48:00,On Time
FL-0603,JL771,Japan Airlines,Tokyo,2024-02-07 09:58:00,On Time
FL-0604,CX101,Cathay Pacific,Hong Kong,2024-02-07 10:26:00,On Time
FL-0605,KE601,Korean Air,Seoul,2024-02-07 11:28:00,On Time
FL-0606,QF7,Qantas,Los Angeles,2024-02-07 11:56:00,On Time
FL-0607,SQ213,Singapore Airlines,Singapore,2024-02-07 13:30:00,Delayed
FL-0608,CX103,Cathay Pacific,Hong Kong,2024-02-07 15:44:00,On Time
FL-0609,QF1,Qantas,Singapore,2024-02-07 16:26:00,On Time
FL-0610,QR007,Qatar Airways,Doha,2024-02-07 20:49:00,On Time
FL-0611,EK413,Emirates,Dubai,2024-02-07 21:13:00,On Time
FL-0612,GA715,Garuda Indonesia,Bali,2024-02-08 07:35:00,On Time
FL-0613,TR13,Scoot,Singapore,2024-02-08 07:41:00,On Time
FL-0614,SQ211,Singapore Airlines,Singapore,2024-02-08 08:05:00,On Time
FL-0615,MH122,Malaysia Airlines,Kuala Lumpur,2024-02-08 08:46:00,On Time
FL-0616,TG476,Thai Airways,Bangkok,2024-02-08 09:03:00,Delayed
FL-0617,MU502,China Eastern,Shanghai,2024-02-08 09:10:00,On Time
FL-0618,JL771,Japan Airlines,Tokyo,2024-02-08 10:03:00,On Time
FL-0619,CA781,Air China,Beijing,2024-02-08 10:05:00,On Time
FL-0620,CX101,Cathay Pacific,Hong Kong,2024-02-08 10:35:00,On Time
FL-0621,NH880,ANA,Tokyo,2024-02-08 11:11:00,On Time
FL-0622,KE601,Korean Air,Seoul,2024-02-08 11:34:00,On Time
FL-0623,QF7,Qantas,Los Angeles,2024-02-08 11:50:00,On Time
FL-0624,SQ213,Singapore Airlines,Singapore,2024-02-08 13:33:00,On Time
FL-0625,QF1,Qantas,Singapore,2024-02-08 16:29:00,Delayed
FL-0626,UA839,United Airlines,Los Angeles,2024-02-08 21:05:00,On Time
FL-0627,EK413,Emirates,Dubai,2024-02-08 21:13:00,On Time
FL-0628,GA715,Garuda Indonesia,Bali,2024-02-09 07:32:00,Delayed
FL-0629,5J32,Cebu Pacific,Manila,2024-02-09 07:58:00,On Time
FL-0630,SQ211,Singapore Airlines,Singapore,2024-02-09 08:01:00,On Time
FL-0631,MH122,Malaysia Airlines,Kuala Lumpur,2024-02-09 08:48:00,On Time
FL-0632,MU502,China Eastern,Shanghai,2024-02-09 09:12:00,On Time
FL-0633,PR211,Philippine Airlines,Manila,2024-02-09 09:26:00,On Time
FL-0634,OZ602,Asiana Airlines,Seoul,2024-02-09 09:46:00,On Time
FL-0635,JL771,Japan Airlines,Tokyo,2024-02-09 10:03:00,On Time
FL-0636,CX101,Cathay Pacific,Hong Kong,2024-02-09 10:29:00,Delayed
FL-0637,KE601,Korean Air,Seoul,2024-02-09 11:32:00,On Time
FL-0638,QF7,Qantas,Los Angeles,2024-02-09 11:50:00,On Time
FL-0639,CX103,Cathay Pacific,Hong Kong,2024-02-09 15:42:00,On Time
FL-0640,QF1,Qantas,Singapore,2024-02-09 16:27:00,On Time
FL-0641,QR007,Qatar Airways,Doha,2024-02-09 20:40:00,On Time
FL-0642,EK413,Emirates,Dubai,2024-02-09 21:08:00,On Time
FL-0643,GA715,Garuda Indonesia,Bali,2024-02-10 07:32:00,On Time
FL-0644,TR13,Scoot,Singapore,2024-02-10 07:46:00,On Time
FL-0645,SQ211,Singapore Airlines,Singapore,2024-02-10 07:57:00,On Time
FL-0646,TG476,Thai Airways,Bangkok,2024-02-10 08:58:00,Delayed
FL-0647,MU502,China Eastern,Shanghai,2024-02-10 09:20:00,On Time
FL-0648,PR211,Philippine Airlines,Manila,2024-02-10 09:26:00,On Time
FL-0649,OZ602,Asiana Airlines,Seoul,2024-02-10 09:41:00,On Time
FL-0650,JL771,Japan Airlines,Tokyo,2024-02-10 10:01:00,On Time
FL-0651,CX101,Cathay Pacific,Hong Kong,2024-02-10 10:25:00,On Time
FL-0652,NH880,ANA,Tokyo,2024-02-10 11:16:00,On Time
FL-0653,KE601,Korean Air,Seoul,2024-02-10 11:28:00,On Time
FL-0654,QF7,Qantas,Los Angeles,2024-02-10 11:51:00,On Time
FL-0655,SQ213,Singapore Airlines,Singapore,2024-02-10 13:28:00,On Time
FL-0656,QF1,Qantas,Singapore,2024-02-10 16:27:00,On Time
FL-0657,UA839,United Airlines,Los Angeles,2024-02-10 20:58:00,On Time
FL-0658,EK413,Emirates,Dubai,2024-02-10 21:13:00,On Time
FL-0659,GA715,Garuda Indonesia,Bali,2024-02-11 07:35:00,On Time
FL-0660,5J32,Cebu Pacific,Manila,2024-02-11 07:59:00,On Time
FL-0661,SQ211,Singapore Airlines,Singapore,2024-02-11 08:02:00,On Time
FL-0662,MH122,Malaysia Airlines,Kuala Lumpur,2024-02-11 08:40:00,On Time
FL-0663,TG476,Thai Airways,Bangkok,2024-02-11 09:01:00,Delayed
FL-0664,MU502,China Eastern,Shanghai,2024-02-11 09:10:00,Delayed
FL-0665,PR211,Philippine Airlines,Manila,2024-02-11 09:27:00,On Time
FL-0666,OZ602,Asiana Airlines,Seoul,2024-02-11 09:40:00,On Time
FL-0667,CA781,Air China,Beijing,2024-02-11 09:56:00,On Time
FL-0668,JL771,Japan Airlines,Tokyo,2024-02-11 09:58:00,On Time
FL-0669,CX101,Cathay Pacific,Hong Kong,2024-02-11 10:27:00,On Time
FL-0670,NH880,ANA,Tokyo,2024-02-11 11:11:00,Delayed
FL-0671,KE601,Korean Air,Seoul,2024-02-11 11:32:00,On Time
FL-0672,QF7,Qantas,Los Angeles,2024-02-11 11:56:00,On Time
FL-0673,SQ213,Singapore Airlines,Singapore,2024-02-11 13:32:00,On Time
FL-0674,CX103,Cathay Pacific,Hong Kong,2024-02-11 15:48:00,On Time
FL-0675,QF1,Qantas,Singapore,2024-02-11 16:33:00,On Time
FL-0676,QR007,Qatar Airways,Doha,2024-02-11 20:43:00,On Time
FL-0677,UA839,United Airlines,Los Angeles,2024-02-11 20:56:00,On Time
FL-0678,EK413,Emirates,Dubai,2024-02-11 21:10:00,On Time
FL-0679,GA715,Garuda Indonesia,Bali,2024-02-12 07:34:00,On Time
FL-0680,SQ211,Singapore Airlines,Singapore,2024-02-12 07:57:00,Delayed
FL-0681,MH122,Malaysia Airlines,Kuala Lumpur,2024-02-12 08:41:00,On Time
FL-0682,TG476,Thai Airways,Bangkok,2024-02-12 09:04:00,On Time
FL-0683,MU502,China Eastern,Shanghai,2024-02-12 09:13:00,On Time
FL-0684,PR211,Philippine Airlines,Manila,2024-02-12 09:35:00,Delayed
FL-0685,OZ602,Asiana Airlines,Seoul,2024-02-12 09:50:00,On Time
FL-0686,JL771,Japan Airlines,Tokyo,2024-02-12 09:55:00,On Time
FL-0687,CX101,Cathay Pacific,Hong Kong,2024-02-12 10:33:00,On Time
FL-0688,KE601,Korean Air,Seoul,2024-02-12 11:33:00,On Time
FL-0689,QF7,Qantas,Los Angeles,2024-02-12 11:52:00,On Time
FL-0690,SQ213,Singapore Airlines,Singapore,2024-02-12 13:27:00,On Time
FL-0691,CX103,Cathay Pacific,Hong Kong,2024-02-12 15:47:00,On Time
FL-0692,QF1,Qantas,Singapore,2024-02-12 16:31:00,On Time
FL-0693,QR007,Qatar Airways,Doha,2024-02-12 20:42:00,On Time
