customer_id,nationality,age_group
C-05204,GB,30s
C-05205,IN,30s
C-05206,NZ,30s
C-05207,,
C-05208,KR,30s
C-05209,IN,50s
C-05210,AU,40s
C-05211,PH,20s
C-05212,US,Under 20
C-05213,NZ,40s
C-05214,CA,40s
C-05215,CN,20s
C-05216,GB,50s
C-05217,CA,50s
C-05218,CN,40s
C-05219,SG,30s
C-05220,NZ,Under 20
C-05221,KR,60+
C-05222,AU,60+
C-05223,CN,40s
C-05224,CN,40s
C-05225,SG,50s
C-05226,JP,60+
C-05227,CN,40s
C-05228,NZ,Under 20
C-05229,GB,20s
C-05230,GB,50s
C-05231,AU,Under 20
C-05232,TH,40s
C-05233,KR,Under 20
C-05234,TH,30s
C-05235,IN,20s
C-05236,CN,60+
C-05237,AU,20s
C-05238,,
C-05239,NZ,Under 20
C-05240,KR,30s
C-05241,NZ,30s
C-05242,IN,40s
C-05243,CN,Under 20
C-05244,US,20s
C-05245,CN,20s
C-05246,NZ,50s
C-05247,CN,20s
C-05248,NZ,60+
C-05249,SG,Under 20
C-05250,KR,30s
C-05251,PH,50s
C-05252,AU,30s
C-05253,AU,30s
C-05254,CN,30s
C-05255,,
C-05256,AU,60+
C-05257,IN,20s
C-05258,GB,50s
C-05259,CA,50s
C-05260,AU,30s
C-05261,CN,20s
C-05262,,
C-05263,AU,40s
C-05264,,
C-05265,CN,30s
C-05266,CN,20s
C-05267,US,60+
C-05268,US,30s
C-05269,US,Under 20
C-05270,US,40s
C-05271,NZ,30s
C-05272,AU,40s
C-05273,CN,40s
C-05274,AU,60+
C-05275,CN,50s
C-05276,CN,30s
C-05277,IN,20s
C-05278,NZ,60+
C-05279,,
C-05280,PH,20s
C-05281,GB,40s
C-05282,KR,60+
C-05283,KR,30s
C-05284,CA,40s
C-05285,CN,50s
C-05286,,
C-05287,PH,Under 20
C-05288,CA,60+
C-05289,CN,40s
C-05290,CN,60+
C-05291,CN,60+
C-05292,SG,20s
C-05293,,
C-05294,US,60+
C-05295,CN,60+
C-05296,KR,60+
C-05297,AU,Under 20
C-05298,PH,20s
C-05299,PH,40s
C-05300,CN,20s
C-05301,GB,40s
C-05302,CN,20s
C-05303,TH,60+
C-05304,,
C-05305,,
C-05306,CN,40s
C-05307,GB,30s
C-05308,GB,60+
C-05309,CA,40s
C-05310,CN,40s
C-05311,,
C-05312,CN,50s
C-05313,CN,Under 20
C-05314,,
C-05315,,
C-05316,,
C-05317,KR,20s
C-05318,IN,40s
C-05319,US,40s
C-05320,CN,30s
C-05321,CN,20s
C-05322,CN,40s
C-05323,CN,30s
C-05324,KR,20s
C-05325,CN,40s
C-05326,JP,60+
C-05327,PH,30s
C-05328,JP,30s
C-05329,US,20s
C-05330,US,40s
C-05331,TH,Under 20
C-05332,GB,Under 20
C-05333,PH,40s
C-05334,KR,30s
C-05335,GB,50s
C-05336,JP,Under 20
C-05337,,
C-05338,SG,20s
C-05339,US,30s
C-05340,GB,40s
C-05341,GB,60+
C-05342,AU,20s
C-05343,CA,30s
C-05344,,
C-05345,NZ,50s
C-05346,PH,20s
C-05347,CN,40s
C-05348,AU,Under 20
C-05349,SG,30s
C-05350,CN,40s
C-05351,,
C-05352,,
C-05353,CN,50s
C-05354,CN,50s
C-05355,NZ,20s
C-05356,TH,20s
C-05357,CN,60+
C-05358,AU,60+
C-05359,SG,50s
C-05360,CN,30s
C-05361,,
C-05362,KR,60+
C-05363,NZ,50s
C-05364,,
C-05365,GB,20s
C-05366,KR,40s
C-05367,IN,Under 20
C-05368,,
C-05369,GB,30s
C-05370,US,40s
C-05371,CN,50s
C-05372,SG,Under 20
C-05373,GB,30s
C-05374,US,20s
C-05375,IN,60+
C-05376,,
C-05377,GB,30s
C-05378,US,50s
C-05379,CN,40s
C-05380,PH,20s
C-05381,JP,30s
C-05382,JP,40s
C-05383,SG,60+
C-05384,US,50s
C-05385,KR,20s
C-05386,AU,60+
C-05387,CN,60+
C-05388,CN,30s
C-05389,TH,40s
C-05390,AU,Under 20
C-05391,CN,60+
C-05392,AU,Under 20
C-05393,PH,40s
C-05394,JP,40s
C-05395,IN,60+
C-05396,US,50s
C-05397,CN,30s
C-05398,TH,Under 20
C-05399,IN,60+
C-05400,KR,Under 20
C-05401,US,60+
C-05402,JP,20s
C-05403,CN,50s
C-05404,CN,60+
C-05405,AU,20s
C-05406,CN,50s
C-05407,CN,40s
C-05408,JP,60+
C-05409,CA,40s
C-05410,KR,20s
C-05411,KR,Under 20
C-05412,,
C-05413,CN,Under 20
C-05414,,
C-05415,GB,30s
C-05416,AU,20s
C-05417,AU,20s
C-05418,SG,20s
C-05419,NZ,60+
C-05420,AU,Under 20
C-05421,CN,20s
C-05422,CN,Under 20
C-05423,CA,40s
C-05424,PH,20s
C-05425,KR,20s
C-05426,,
C-05427,US,30s
C-05428,GB,60+
C-05429,,
C-05430,IN,60+
C-05431,TH,60+
C-05432,,
C-05433,PH,20s
C-05434,CN,30s
C-05435,GB,30s
C-05436,JP,50s
C-05437,US,30s
C-05438,CN,60+
C-05439,US,Under 20
C-05440,,
C-05441,AU,60+
C-05442,US,20s
C-05443,GB,20s
C-05444,PH,Under 20
C-05445,,
C-05446,TH,60+
C-05447,PH,50s
C-05448,CN,60+
C-05449,KR,20s
C-05450,CN,40s
C-05451,AU,30s
C-05452,PH,20s
C-05453,IN,50s
C-05454,IN,30s
C-05455,US,20s
C-05456,KR,Under 20
C-05457,AU,Under 20
C-05458,,
C-05459,NZ,30s
C-05460,SG,60+
C-05461,CA,40s
C-05462,AU,Under 20
C-05463,GB,Under 20
C-05464,TH,40s
C-05465,IN,40s
C-05466,SG,Under 20
C-05467,AU,20s
C-05468,PH,20s
C-05469,CN,Under 20
C-05470,AU,50s
C-05471,US,30s
C-05472,PH,30s
C-05473,AU,20s
C-05474,,
C-05475,JP,Under 20
C-05476,AU,30s
C-05477,AU,30s
C-05478,CN,30s
C-05479,US,Under 20
C-05480,US,30s
C-05481,KR,Under 20
C-05482,GB,60+
C-05483,AU,40s
C-05484,KR,Under 20
C-05485,GB,30s
C-05486,CA,Under 20
C-05487,CN,20s
C-05488,KR,40s
C-05489,IN,50s
C-05490,AU,60+
C-05491,CN,Under 20
C-05492,AU,20s
C-05493,,
C-05494,AU,20s
C-05495,GB,Under 20
C-05496,KR,30s
C-05497,,
C-05498,US,Under 20
C-05499,,
C-05500,IN,30s
C-05501,US,Under 20
C-05502,US,60+
C-05503,GB,40s
C-05504,CA,50s
C-05505,CN,60+
C-05506,,
C-05507,JP,30s
C-05508,US,60+
C-05509,CN,30s
C-05510,AU,20s
C-05511,KR,Under 20
C-05512,CA,Under 20
C-05513,SG,30s
C-05514,NZ,40s
C-05515,IN,40s
C-05516,CA,50s
C-05517,CN,50s
C-05518,AU,40s
C-05519,,
C-05520,AU,40s
C-05521,AU,40s
C-05522,US,Under 20
C-05523,,
C-05524,CN,Under 20
C-05525,TH,20s
C-05526,GB,20s
C-05527,KR,30s
C-05528,IN,Under 20
C-05529,NZ,50s
C-05530,CN,30s
C-05531,GB,20s
C-05532,GB,20s
C-05533,SG,50s
C-05534,SG,20s
C-05535,NZ,40s
C-05536,KR,20s
C-05537,CN,50s
C-05538,GB,60+
C-05539,IN,50s
C-05540,NZ,50s
C-05541,CN,40s
C-05542,GB,30s
C-05543,NZ,60+
C-05544,IN,50s
C-05545,,
C-05546,US,40s
C-05547,JP,20s
C-05548,NZ,20s
C-05549,PH,Under 20
C-05550,KR,Under 20
C-05551,US,20s
C-05552,JP,Under 20
C-05553,PH,Under 20
C-05554,IN,30s
C-05555,TH,20s
C-05556,US,40s
C-05557,PH,50s
C-05558,CA,20s
C-05559,AU,30s
C-05560,NZ,60+
C-05561,,
C-05562,KR,30s
C-05563,PH,20s
C-05564,,
C-05565,,
C-05566,CA,30s
C-05567,GB,40s
C-05568,CN,Under 20
C-05569,GB,30s
C-05570,KR,30s
C-05571,GB,30s
C-05572,,
C-05573,CN,40s
C-05574,US,50s
C-05575,CN,40s
C-05576,GB,50s
C-05577,CN,40s
C-05578,NZ,60+
C-05579,KR,40s
C-05580,KR,Under 20
C-05581,PH,Under 20
C-05582,JP,30s
C-05583,SG,Under 20
C-05584,CN,30s
C-05585,GB,60+
C-05586,AU,40s
C-05587,GB,30s
C-05588,CN,Under 20
C-05589,,
C-05590,CN,40s
C-05591,CA,20s
C-05592,GB,60+
C-05593,NZ,20s
C-05594,IN,60+
C-05595,,
C-05596,US,40s
C-05597,IN,40s
C-05598,,
C-05599,,
C-05600,KR,40s
C-05601,US,30s
C-05602,CA,20s
C-05603,JP,50s
C-05604,KR,60+
C-05605,NZ,Under 20
C-05606,PH,30s
C-05607,NZ,Under 20
C-05608,,
C-05609,CN,20s
C-05610,CN,40s
C-05611,,
C-05612,JP,20s
C-05613,US,50s
C-05614,KR,40s
C-05615,TH,50s
C-05616,KR,Under 20
C-05617,AU,40s
C-05618,CN,60+
C-05619,CN,30s
C-05620,,
C-05621,NZ,40s
C-05622,JP,40s
C-05623,CN,Under 20
C-05624,KR,30s
C-05625,,
C-05626,CN,40s
C-05627,,
C-05628,PH,20s
C-05629,PH,40s
C-05630,,
C-05631,GB,20s
C-05632,SG,30s
C-05633,IN,50s
C-05634,TH,60+
C-05635,US,40s
C-05636,KR,20s
C-05637,AU,30s
C-05638,GB,60+
C-05639,KR,20s
C-05640,US,40s
C-05641,KR,Under 20
C-05642,CN,30s
C-05643,GB,30s
C-05644,,
C-05645,PH,50s
C-05646,,
C-05647,TH,40s
C-05648,PH,50s
C-05649,GB,40s
C-05650,TH,40s
C-05651,PH,40s
C-05652,CN,40s
C-05653,NZ,40s
C-05654,AU,20s
C-05655,,
C-05656,,
C-05657,NZ,60+
C-05658,CN,60+
C-05659,AU,Under 20
C-05660,CN,30s
C-05661,CN,50s
C-05662,JP,60+
C-05663,US,20s
C-05664,JP,60+
C-05665,JP,60+
C-05666,NZ,40s
C-05667,US,60+
C-05668,JP,30s
C-05669,CN,30s
C-05670,IN,60+
C-05671,SG,20s
C-05672,CN,30s
C-05673,IN,30s
C-05674,JP,60+
C-05675,,
C-05676,JP,20s
C-05677,PH,50s
C-05678,CA,50s
C-05679,IN,40s
C-05680,CN,50s
C-05681,CN,50s
C-05682,GB,Under 20
C-05683,JP,60+
C-05684,CN,40s
C-05685,,
C-05686,IN,30s
C-05687,AU,20s
C-05688,US,60+
C-05689,CA,20s
C-05690,GB,Under 20
C-05691,CN,50s
C-05692,NZ,20s
C-05693,KR,40s
C-05694,,
C-05695,US,20s
C-05696,,
C-05697,,
C-05698,AU,20s
C-05699,CA,Under 20
C-05700,,
C-05701,GB,20s
C-05702,GB,60+
C-05703,NZ,50s
C-05704,CN,20s
C-05705,AU,Under 20
C-05706,KR,40s
C-05707,,
C-05708,NZ,20s
C-05709,JP,60+
C-05710,GB,30s
C-05711,AU,60+
C-05712,US,40s
C-05713,,
C-05714,AU,50s
C-05715,AU,40s
C-05716,GB,60+
C-05717,CA,Under 20
C-05718,SG,40s
C-05719,IN,40s
C-05720,US,40s
C-05721,PH,30s
C-05722,US,30s
C-05723,CN,50s
C-05724,CN,50s
C-05725,,
C-05726,PH,30s
C-05727,JP,60+
C-05728,,
C-05729,CN,50s
C-05730,CN,20s
C-05731,AU,50s
C-05732,CN,60+
C-05733,KR,Under 20
C-05734,KR,Under 20
C-05735,KR,30s
C-05736,JP,40s
C-05737,,
C-05738,AU,20s
C-05739,US,40s
C-05740,IN,30s
C-05741,CN,30s
C-05742,GB,40s
C-05743,SG,40s
C-05744,GB,20s
C-05745,CN,20s
C-05746,PH,50s
C-05747,AU,50s
C-05748,US,30s
C-05749,CA,30s
C-05750,AU,20s
C-05751,JP,30s
C-05752,CN,40s
C-05753,CN,50s
C-05754,CN,50s
C-05755,AU,60+
C-05756,IN,30s
C-05757,NZ,Under 20
C-05758,IN,50s
C-05759,IN,60+
C-05760,CN,40s
C-05761,CN,30s
C-05762,JP,20s
C-05763,GB,Under 20
C-05764,TH,20s
C-05765,CN,60+
C-05766,US,30s
C-05767,US,Under 20
C-05768,GB,40s
C-05769,KR,30s
C-05770,CN,60+
C-05771,US,Under 20
C-05772,KR,20s
C-05773,CN,60+
C-05774,CA,60+
C-05775,,
C-05776,AU,60+
C-05777,AU,40s
C-05778,AU,60+
C-05779,CN,40s
C-05780,,
C-05781,US,20s
C-05782,AU,40s
C-05783,CN,60+
C-05784,NZ,30s
C-05785,NZ,20s
C-05786,CN,20s
C-05787,IN,60+
C-05788,PH,50s
C-05789,US,50s
C-05790,AU,30s
C-05791,US,40s
C-05792,GB,30s
C-05793,US,60+
C-05794,PH,60+
C-05795,PH,40s
C-05796,GB,30s
C-05797,GB,40s
C-05798,CN,30s
C-05799,AU,50s
C-05800,CN,60+
C-05801,PH,Under 20
C-05802,GB,40s
C-05803,CN,30s
C-05804,SG,50s
C-05805,NZ,40s
C-05806,,
C-05807,,
C-05808,KR,40s
C-05809,US,60+
C-05810,GB,60+
C-05811,GB,50s
C-05812,US,50s
C-05813,TH,60+
C-05814,GB,20s
C-05815,,
C-05816,KR,30s
C-05817,NZ,20s
C-05818,NZ,50s
C-05819,US,20s
C-05820,SG,20s
C-05821,US,60+
C-05822,AU,40s
C-05823,AU,50s
C-05824,,
C-05825,PH,20s
C-05826,IN,Under 20
C-05827,NZ,30s
C-05828,NZ,40s
C-05829,CN,Under 20
C-05830,NZ,40s
C-05831,IN,40s
C-05832,NZ,60+
C-05833,JP,50s
C-05834,AU,30s
C-05835,PH,60+
C-05836,,
C-05837,CN,20s
C-05838,,
C-05839,CN,50s
C-05840,US,60+
C-05841,CN,30s
C-05842,,
C-05843,JP,40s
C-05844,,
C-05845,IN,20s
C-05846,,
C-05847,TH,Under 20
C-05848,US,60+
C-05849,GB,50s
C-05850,US,20s
C-05851,GB,20s
C-05852,TH,Under 20
C-05853,AU,20s
C-05854,AU,40s
C-05855,AU,20s
C-05856,US,40s
C-05857,KR,50s
C-05858,CN,Under 20
C-05859,CN,30s
C-05860,CN,Under 20
C-05861,TH,40s
C-05862,IN,60+
C-05863,CN,Under 20
C-05864,US,20s
C-05865,IN,60+
C-05866,KR,20s
C-05867,IN,20s
C-05868,US,60+
C-05869,US,Under 20
C-05870,NZ,60+
C-05871,NZ,50s
C-05872,AU,Under 20
C-05873,,
C-05874,NZ,20s
C-05875,PH,30s
C-05876,KR,50s
C-05877,JP,50s
C-05878,CN,50s
C-05879,CA,60+
C-05880,,
C-05881,,
C-05882,US,40s
C-05883,AU,40s
C-05884,US,30s
C-05885,PH,20s
C-05886,TH,20s
C-05887,JP,40s
C-05888,,
C-05889,NZ,30s
C-05890,GB,Under 20
C-05891,SG,50s
C-05892,PH,50s
C-05893,CN,60+
C-05894,IN,30s
C-05895,PH,40s
C-05896,AU,20s
C-05897,GB,40s
C-05898,NZ,60+
C-05899,CA,60+
C-05900,PH,60+
C-05901,NZ,40s
C-05902,GB,20s
C-05903,GB,60+
C-05904,JP,30s
C-05905,IN,20s
C-05906,AU,Under 20
C-05907,CN,20s
C-05908,AU,40s
C-05909,,
C-05910,KR,40s
C-05911,,
C-05912,GB,40s
C-05913,KR,Under 20
C-05914,CA,60+
C-05915,GB,50s
C-05916,,
C-05917,,
C-05918,,
C-05919,KR,40s
C-05920,US,20s
C-05921,SG,20s
C-05922,CN,30s
C-05923,TH,40s
C-05924,US,40s
C-05925,GB,60+
C-05926,,
C-05927,PH,40s
C-05928,PH,20s
C-05929,US,Under 20
C-05930,NZ,40s
C-05931,CN,40s
C-05932,KR,50s
C-05933,TH,30s
C-05934,CA,60+
C-05935,IN,20s
C-05936,AU,30s
C-05937,GB,50s
C-05938,,
C-05939,NZ,Under 20
C-05940,GB,20s
C-05941,CA,20s
C-05942,TH,50s
C-05943,IN,50s
C-05944,AU,Under 20
C-05945,JP,40s
C-05946,,
C-05947,JP,60+
C-05948,,
C-05949,,
C-05950,KR,Under 20
C-05951,GB,30s
C-05952,US,60+
C-05953,CN,40s
C-05954,PH,50s
C-05955,GB,Under 20
C-05956,CN,20s
C-05957,,
C-05958,SG,40s
C-05959,GB,20s
C-05960,,
C-05961,NZ,20s
C-05962,GB,30s
C-05963,IN,30s
C-05964,AU,50s
C-05965,CN,30s
C-05966,PH,Under 20
C-05967,CN,50s
C-05968,JP,30s
C-05969,KR,60+
C-05970,AU,60+
C-05971,JP,20s
C-05972,IN,60+
C-05973,US,40s
C-05974,,
C-05975,PH,60+
C-05976,SG,Under 20
C-05977,JP,30s
C-05978,,
C-05979,KR,40s
C-05980,GB,30s
C-05981,IN,20s
C-05982,,
C-05983,,
C-05984,CN,60+
C-05985,KR,60+
C-05986,IN,40s
C-05987,CN,40s
C-05988,CN,Under 20
C-05989,NZ,30s
C-05990,GB,Under 20
C-05991,JP,Under 20
C-05992,,
C-05993,US,30s
C-05994,US,40s
C-05995,KR,60+
C-05996,JP,50s
C-05997,CN,Under 20
C-05998,AU,20s
C-05999,TH,40s
C-06000,US,Under 20
C-06001,KR,20s
C-06002,PH,20s
C-06003,NZ,40s
C-06004,AU,60+
C-06005,IN,40s
C-06006,CN,30s
C-06007,CA,Under 20
C-06008,US,50s
C-06009,US,30s
C-06010,AU,60+
C-06011,CN,30s
C-06012,NZ,60+
C-06013,JP,60+
C-06014,JP,50s
C-06015,PH,20s
C-06016,KR,50s
C-06017,AU,Under 20
C-06018,NZ,Under 20
C-06019,AU,Under 20
C-06020,US,20s
C-06021,GB,30s
C-06022,,
C-06023,CN,40s
C-06024,AU,30s
C-06025,,
C-06026,PH,50s
C-06027,,
C-06028,CN,60+
C-06029,AU,50s
C-06030,US,60+
C-06031,,
C-06032,NZ,40s
C-06033,,
C-06034,CN,60+
C-06035,NZ,60+
C-06036,CN,50s
C-06037,CN,50s
C-06038,NZ,30s
C-06039,US,30s
C-06040,,
C-06041,PH,60+
C-06042,GB,60+
C-06043,CN,50s
C-06044,,
C-06045,JP,30s
C-06046,IN,20s
C-06047,NZ,60+
C-06048,KR,20s
C-06049,IN,60+
C-06050,SG,60+
C-06051,US,20s
C-06052,TH,60+
C-06053,CN,50s
C-06054,TH,40s
C-06055,US,60+
C-06056,GB,50s
C-06057,CN,Under 20
C-06058,CN,60+
C-06059,CN,60+
C-06060,SG,60+
C-06061,GB,60+
C-06062,,
C-06063,TH,40s
C-06064,CN,50s
C-06065,IN,50s
C-06066,NZ,30s
C-06067,,
C-06068,CN,50s
C-06069,CA,20s
C-06070,,
C-06071,AU,20s
C-06072,CN,20s
C-06073,CN,20s
C-06074,CN,60+
C-06075,KR,30s
C-06076,GB,50s
C-06077,NZ,Under 20
C-06078,JP,50s
C-06079,KR,Under 20
C-06080,JP,30s
C-06081,,
C-06082,PH,40s
C-06083,CN,30s
C-06084,CN,40s
C-06085,IN,50s
C-06086,SG,20s
C-06087,GB,30s
C-06088,CN,50s
C-06089,KR,40s
C-06090,PH,20s
C-06091,AU,20s
C-06092,PH,30s
C-06093,AU,20s
C-06094,TH,20s
C-06095,AU,20s
C-06096,US,50s
C-06097,,
C-06098,CN,60+
C-06099,GB,60+
C-06100,,
C-06101,CN,60+
C-06102,PH,60+
C-06103,,
C-06104,AU,60+
C-06105,,
C-06106,JP,40s
C-06107,IN,20s
C-06108,NZ,30s
C-06109,CN,Under 20
C-06110,NZ,50s
C-06111,PH,40s
C-06112,CA,30s
C-06113,,
C-06114,KR,50s
C-06115,US,Under 20
C-06116,TH,40s
C-06117,IN,Under 20
C-06118,NZ,Under 20
C-06119,KR,60+
C-06120,,
C-06121,KR,20s
C-06122,KR,Under 20
C-06123,IN,20s
C-06124,CN,Under 20
C-06125,KR,50s
C-06126,CN,40s
C-06127,CN,20s
C-06128,US,Under 20
C-06129,CA,30s
C-06130,CN,50s
C-06131,NZ,60+
C-06132,PH,40s
C-06133,,
C-06134,,
C-06135,IN,20s
C-06136,NZ,20s
C-06137,KR,30s
C-06138,IN,40s
C-06139,AU,50s
C-06140,SG,60+
C-06141,CN,Under 20
C-06142,GB,30s
C-06143,IN,Under 20
C-06144,CA,50s
C-06145,CN,50s
C-06146,AU,20s
C-06147,KR,50s
C-06148,,
C-06149,CN,50s
C-06150,TH,30s
C-06151,PH,40s
C-06152,CN,20s
C-06153,US,30s
C-06154,PH,Under 20
C-06155,CN,60+
C-06156,IN,50s
C-06157,,
C-06158,CN,Under 20
C-06159,TH,20s
C-06160,IN,20s
C-06161,KR,20s
C-06162,CN,20s
C-06163,CN,Under 20
C-06164,SG,60+
C-06165,US,40s
C-06166,CN,50s
C-06167,CN,60+
C-06168,NZ,50s
C-06169,,
C-06170,AU,40s
C-06171,JP,30s
C-06172,KR,20s
C-06173,AU,30s
C-06174,NZ,Under 20
C-06175,CN,60+
C-06176,US,Under 20
C-06177,AU,30s
C-06178,,
C-06179,,
C-06180,US,Under 20
C-06181,,
C-06182,,
C-06183,CN,50s
C-06184,GB,60+
C-06185,,
C-06186,,
C-06187,PH,Under 20
C-06188,,
C-06189,NZ,50s
C-06190,GB,30s
C-06191,GB,30s
C-06192,US,20s
C-06193,JP,50s
C-06194,NZ,Under 20
C-06195,CN,40s
C-06196,JP,40s
C-06197,CN,50s
C-06198,,
C-06199,,
C-06200,KR,50s
C-06201,NZ,20s
C-06202,KR,50s
C-06203,AU,20s
C-06204,JP,Under 20
C-06205,CN,50s
C-06206,NZ,40s
C-06207,IN,40s
C-06208,CN,50s
C-06209,CN,60+
C-06210,,
C-06211,US,Under 20
C-06212,CN,60+
C-06213,CN,20s
C-06214,CA,20s
C-06215,PH,50s
C-06216,KR,Under 20
C-06217,KR,30s
C-06218,NZ,60+
C-06219,PH,Under 20
C-06220,GB,30s
C-06221,KR,50s
C-06222,PH,30s
C-06223,AU,Under 20
C-06224,JP,40s
C-06225,CN,30s
C-06226,US,60+
C-06227,US,40s
C-06228,,
C-06229,SG,Under 20
C-06230,US,50s
C-06231,,
C-06232,JP,40s
C-06233,NZ,40s
C-06234,CN,40s
C-06235,,
C-06236,KR,60+
C-06237,NZ,20s
C-06238,US,60+
C-06239,SG,50s
C-06240,AU,Under 20
C-06241,US,30s
C-06242,KR,20s
C-06243,,
C-06244,CA,Under 20
C-06245,GB,50s
C-06246,US,Under 20
C-06247,US,50s
C-06248,NZ,50s
C-06249,CN,20s
C-06250,AU,Under 20
C-06251,PH,40s
C-06252,CA,40s
C-06253,CA,20s
C-06254,JP,60+
C-06255,PH,50s
C-06256,PH,50s
C-06257,CN,40s
C-06258,KR,50s
C-06259,CA,20s
C-06260,SG,50s
C-06261,,
C-06262,AU,50s
C-06263,IN,30s
C-06264,GB,30s
C-06265,CN,60+
C-06266,IN,30s
C-06267,CA,20s
C-06268,,
C-06269,GB,40s
C-06270,,
C-06271,US,50s
C-06272,CN,60+
C-06273,AU,60+
C-06274,AU,60+
C-06275,AU,40s
C-06276,AU,20s
C-06277,TH,Under 20
C-06278,CN,Under 20
C-06279,TH,40s
C-06280,US,60+
C-06281,IN,50s
C-06282,NZ,30s
C-06283,SG,60+
C-06284,TH,60+
C-06285,JP,50s
C-06286,PH,Under 20
C-06287,KR,50s
C-06288,CN,40s
C-06289,JP,30s
C-06290,US,30s
C-06291,PH,50s
C-06292,SG,60+
C-06293,KR,Under 20
C-06294,PH,30s
C-06295,GB,60+
C-06296,KR,50s
C-06297,,
C-06298,JP,40s
C-06299,,
C-06300,IN,Under 20
C-06301,AU,30s
C-06302,IN,30s
C-06303,,
C-06304,NZ,Under 20
C-06305,,
C-06306,,
C-06307,US,40s
C-06308,US,20s
C-06309,TH,40s
C-06310,,
C-06311,US,60+
C-06312,US,40s
C-06313,IN,30s
C-06314,,
C-06315,JP,20s
C-06316,US,50s
C-06317,CA,60+
C-06318,GB,60+
C-06319,,
C-06320,US,40s
C-06321,PH,40s
C-06322,,
C-06323,CN,Under 20
C-06324,TH,20s
C-06325,CN,30s
C-06326,CN,40s
C-06327,,
C-06328,JP,40s
C-06329,TH,50s
C-06330,KR,60+
C-06331,KR,40s
C-06332,AU,60+
C-06333,NZ,60+
C-06334,NZ,Under 20
C-06335,AU,50s
C-06336,US,Under 20
C-06337,CN,60+
C-06338,,
C-06339,US,40s
C-06340,TH,30s
C-06341,NZ,60+
C-06342,CN,60+
C-06343,AU,40s
C-06344,CN,30s
C-06345,CN,50s
C-06346,CA,40s
C-06347,AU,50s
C-06348,CN,50s
C-06349,,
C-06350,CN,Under 20
C-06351,JP,40s
C-06352,IN,60+
C-06353,CN,30s
C-06354,CN,Under 20
C-06355,AU,Under 20
C-06356,NZ,30s
C-06357,AU,20s
C-06358,NZ,50s
C-06359,US,30s
C-06360,CN,20s
C-06361,KR,50s
C-06362,TH,50s
C-06363,KR,30s
C-06364,KR,40s
C-06365,US,Under 20
C-06366,CN,60+
C-06367,NZ,40s
C-06368,SG,40s
C-06369,NZ,50s
C-06370,PH,30s
C-06371,CN,20s
C-06372,CN,30s
C-06373,NZ,60+
C-06374,,
C-06375,,
C-06376,US,20s
C-06377,,
C-06378,US,Under 20
C-06379,IN,Under 20
C-06380,SG,40s
C-06381,CN,20s
C-06382,,
C-06383,CN,40s
C-06384,,
C-06385,AU,Under 20
C-06386,,
C-06387,AU,50s
C-06388,AU,50s
C-06389,AU,50s
C-06390,TH,30s
C-06391,JP,30s
C-06392,JP,60+
C-06393,IN,Under 20
C-06394,CA,50s
C-06395,,
C-06396,KR,Under 20
C-06397,GB,Under 20
C-06398,GB,50s
C-06399,AU,60+
C-06400,GB,50s
C-06401,,
C-06402,,
C-06403,IN,Under 20
C-06404,AU,60+
C-06405,,
C-06406,AU,40s
C-06407,IN,30s
C-06408,GB,60+
C-06409,JP,50s
C-06410,,
C-06411,AU,20s
C-06412,AU,60+
C-06413,CN,Under 20
C-06414,TH,Under 20
C-06415,SG,30s
C-06416,TH,40s
C-06417,CN,Under 20
C-06418,IN,60+
C-06419,GB,20s
C-06420,CN,40s
C-06421,CN,50s
C-06422,JP,30s
C-06423,IN,30s
C-06424,PH,40s
C-06425,,
C-06426,AU,20s
C-06427,,
C-06428,IN,30s
C-06429,IN,40s
C-06430,PH,40s
C-06431,US,50s
C-06432,CN,30s
C-06433,KR,Under 20
C-06434,SG,50s
C-06435,NZ,60+
C-06436,,
C-06437,AU,40s
C-06438,IN,50s
C-06439,CN,20s
C-06440,PH,Under 20
C-06441,CN,30s
C-06442,TH,50s
C-06443,NZ,Under 20
C-06444,US,20s
C-06445,GB,30s
C-06446,NZ,40s
C-06447,,
C-06448,IN,50s
C-06449,CN,Under 20
C-06450,NZ,60+
C-06451,CN,20s
C-06452,US,50s
C-06453,GB,50s
C-06454,,
C-06455,US,40s
C-06456,KR,20s
C-06457,CA,40s
C-06458,SG,40s
C-06459,CN,40s
C-06460,AU,20s
C-06461,CN,30s
C-06462,,
C-06463,IN,60+
C-06464,NZ,30s
C-06465,US,50s
C-06466,JP,Under 20
C-06467,TH,20s
C-06468,AU,40s
C-06469,KR,Under 20
C-06470,GB,30s
C-06471,AU,60+
C-06472,IN,30s
C-06473,CN,30s
C-06474,CN,60+
C-06475,CN,Under 20
C-06476,,
C-06477,SG,60+
C-06478,JP,40s
C-06479,IN,40s
C-06480,KR,40s
C-06481,US,60+
C-06482,US,60+
C-06483,AU,Under 20
C-06484,,
C-06485,CN,50s
C-06486,CN,60+
C-06487,GB,40s
C-06488,,
C-06489,,
C-06490,US,40s
C-06491,IN,60+
C-06492,PH,60+
C-06493,CN,30s
C-06494,CN,50s
C-06495,,
C-06496,NZ,40s
C-06497,JP,40s
C-06498,NZ,60+
C-06499,CN,Under 20
C-06500,GB,30s
C-06501,AU,30s
C-06502,US,Under 20
C-06503,NZ,50s
C-06504,JP,60+
C-06505,US,50s
C-06506,CN,Under 20
C-06507,JP,30s
C-06508,CA,60+
C-06509,GB,50s
